question,summary_answer,difficulty,intent,filename
statistical summaries for categorical features,The article includes how to interpret statistical summaries specifically tailored for categorical features within the features widget.,beginner,code,metrics/explainer_data_stats.mdx
correlation between features in datasets,"It covers how to view and interpret correlations between different features in a dataset, using Cramer's v and Spearman's correlation methods.",intermediate,text,metrics/explainer_data_stats.mdx
visualizing feature interaction with target,"The article provides examples of visualizations that show how features interact with a target variable, enhancing understanding of relationships in data.",intermediate,code,metrics/explainer_data_stats.mdx
trends in data features over time,"It discusses how to visualize feature behavior over time, allowing users to spot trends and anomalies in their dataset.",advanced,code,metrics/explainer_data_stats.mdx
data drift detection examples,The article provides an overview of how to implement data drift detection using default methods and examples of metrics like `DataDriftPreset` and `ValueDrift`.,beginner,code,metrics/explainer_drift.mdx
how to check for data drift,It details the steps for comparing two datasets to check for data drift based on distribution changes in individual columns and explains statistical tests used for detection.,beginner,text,metrics/explainer_drift.mdx
understanding data drift metrics,"The article explains the key metrics used for detecting data drift, such as `DriftedColumnsCount`, and how they reflect changes in data distributions.",intermediate,text,metrics/explainer_drift.mdx
statistical tests for data drift,"It discusses various statistical tests for detecting data drift depending on column types and dataset sizes, such as the Kolmogorov-Smirnov and chi-squared tests.",intermediate,text,metrics/explainer_drift.mdx
how to handle empty columns in data drift,"The article advises checking for non-empty columns before computing drift, as empty columns will yield errors and can skew results.",beginner,code,metrics/explainer_drift.mdx
preferred algorithms for dataset drift,"It covers which algorithms are suitable for dataset drift detection based on data type and size, such as Wasserstein distance for larger datasets.",intermediate,text,metrics/explainer_drift.mdx
data drift detection for text data,The article describes how to detect drift in text data using a domain classifier and the ROC AUC score to assess differences in distribution.,advanced,text,metrics/explainer_drift.mdx
customizing drift detection parameters,It highlights how to modify drift detection methods and thresholds based on user-defined parameters and preferences for specific scenarios.,advanced,code,metrics/explainer_drift.mdx
understanding RecallTopK in recommendations,"The article explains RecallTopK as a measure of how well a recommender system retrieves relevant items within the top K results, detailing how to compute it by user and overall.",beginner,text,metrics/explainer_recsys.mdx
PrecisionTopK formula example,"PrecisionTopK indicates the proportion of relevant items among the top K results, with the article providing methods to compute this metric both at user level and overall.",beginner,code,metrics/explainer_recsys.mdx
how to calculate F Beta score in RecSys,"The article describes the F Beta score at K as a combined metric of precision and recall, highlighting its computation and interpretation based on the value of Beta.",intermediate,code,metrics/explainer_recsys.mdx
Mean Average Precision vs Precision,"MAP at K evaluates the ranking quality of relevant items more stringently than simple precision, with the article explaining how to calculate it using Average Precision.",intermediate,text,metrics/explainer_recsys.mdx
normalized discounted cumulative gain explained,"NDCG compares the quality of rankings to an ideal scenario, and the article provides a detailed method for calculating DCG and normalizing it to derive NDCG.",intermediate,text,metrics/explainer_recsys.mdx
compute Hit Rate for users,The article outlines how to determine the Hit Rate at K by assessing if each user has at least one relevant item in their top K recommendations.,beginner,code,metrics/explainer_recsys.mdx
MRR metric importance,Mean Reciprocal Rank (MRR) is crucial for measuring how well items rank for each user based on the position of the first relevant item; the article explains its calculation and significance.,intermediate,text,metrics/explainer_recsys.mdx
using entropy in score distribution,"The article describes how to compute score distribution entropy using predicted score transformations and KL divergence, emphasizing its role in understanding score distributions in recommendations.",advanced,code,metrics/explainer_recsys.mdx
metrics for evaluating recommender systems,"The article covers multiple metrics such as Recall, Precision, NDCG, and others, that serve to evaluate the effectiveness of recommender systems in retrieving relevant items.",beginner,text,metrics/explainer_recsys.mdx
implementing Recall and Precision in code,"The article provides implementation details for calculating Recall and Precision metrics, including code snippets to help practitioners apply these metrics to their systems.",intermediate,code,metrics/explainer_recsys.mdx
mean error definition in regression,"The article defines Mean Error (ME) as a standard metric for evaluating model quality in regression analysis, providing an overview of its calculation and significance.",beginner,text,metrics/explainer_regression.mdx
how to calculate absolute percentage error,It describes how to calculate the Mean Absolute Percentage Error (MAPE) as a key regression quality metric to quantify prediction accuracy.,beginner,code,metrics/explainer_regression.mdx
scatter plot for predicted vs actual values,"The article discusses the use of scatter plots to visually compare predicted values against actual values, highlighting their importance in regression analysis.",beginner,code,metrics/explainer_regression.mdx
error distribution analysis,"It details methods for analyzing the distribution of model error values, which helps identify patterns or biases in prediction errors.",intermediate,text,metrics/explainer_regression.mdx
error normality quantile-quantile plot,"The article explains how to use quantile-quantile plots to assess the normality of model errors, helping to understand error distribution characteristics better.",intermediate,text,metrics/explainer_regression.mdx
visualizing mean error per group,"It presents techniques for visualizing and summarizing mean error metrics for different segments of data, such as overestimation and underestimation groups.",intermediate,code,metrics/explainer_regression.mdx
how to interpret error bias by feature,"The article clarifies the concept of error bias per feature, illustrating how to analyze histograms to ascertain relationships between feature values and error rates.",advanced,text,metrics/explainer_regression.mdx
predicted vs actual per feature scatter plot,"It shows how to create scatter plots for each feature to visualize the predictions' performance, aiding in identifying segments that underperform.",advanced,code,metrics/explainer_regression.mdx
mean absolute error visualization,"The article guides on visualizing Mean Absolute Error (MAE) through interactive graphics, enhancing model performance assessment.",beginner,code,metrics/explainer_regression.mdx
classification preset examples,"The article provides code examples for using the ClassificationPreset to evaluate classification tasks on datasets, including how to run tests for quality assessment.",beginner,code,metrics/preset_classification.mdx
classification model comparison techniques,"It describes various use cases for the ClassificationPreset, particularly in comparing system performance across datasets during A/B testing or production monitoring.",intermediate,text,metrics/preset_classification.mdx
customizing classification report,The article outlines how to customize reports by modifying test conditions and adding extra metrics to evaluate model performance more granularly.,advanced,code,metrics/preset_classification.mdx
data drift detection methods,"The article explains various drift detection methods like PSI, K-L divergence, and others, which can be customized based on user needs.",beginner,text,metrics/preset_data_drift.mdx
how to run DataDriftPreset in Python,"To run the DataDriftPreset, you can use the provided code snippet to create a report and evaluate your current and reference datasets.",beginner,code,metrics/preset_data_drift.mdx
customize Data Drift Report,"The article outlines how to customize the Data Drift Report by changing drift detection parameters, selecting specific columns, and adding metrics for a comprehensive evaluation.",intermediate,code,metrics/preset_data_drift.mdx
importance of monitoring data drift,"Monitoring data drift is crucial for maintaining machine learning model performance, especially in environments without ground truth, as it indicates when retraining may be necessary.",intermediate,text,metrics/preset_data_drift.mdx
edge cases in data drift,"For advanced users, the article hints at possible edge cases in data drift evaluation, especially when custom drift detection methods are implemented.",advanced,text,metrics/preset_data_drift.mdx
data summary preset overview,"The article explains the Data Summary Preset, detailing its features for visualizing descriptive statistics of datasets and columns, enabling comparison between datasets.",beginner,text,metrics/preset_data_summary.mdx
data summary preset example python,"Code examples for using the Data Summary Preset in Python are provided, demonstrating how to run reports and add data quality tests with single or reference datasets.",intermediate,code,metrics/preset_data_summary.mdx
customizing data summary report,"The article discusses various customization options for the Data Summary Report, including selecting specific columns and modifying test conditions for a tailored analysis.",advanced,code,metrics/preset_data_summary.mdx
recommender systems getting started guide,"The article serves as a starting guide for using the Recommender Systems Preset in the Evidently API, outlining essential commands and structure for running evaluations.",beginner,text,metrics/preset_recsys.mdx
how to run RecSysPreset in Evidently,"The article includes Python code snippets for running the RecSysPreset, showing how to evaluate top-k recommendations on a dataset.",beginner,code,metrics/preset_recsys.mdx
customizing report for recommendation metrics,"Users can customize reports by changing test conditions and adding additional metrics to evaluate various aspects of recommendation systems, as detailed in the article.",intermediate,code,metrics/preset_recsys.mdx
regression quality preset overview,"The article outlines the Regression Quality Preset, explaining its functionality in evaluating regression tasks and visualizing results using various metrics.",beginner,text,metrics/preset_regression.mdx
how to run regression preset report,"It explains how to run a regression analysis report using the RegressionPreset class, demonstrating it with Python code examples.",beginner,code,metrics/preset_regression.mdx
customize regression report metrics,The article describes how to customize the regression report by changing test conditions and adding additional metrics for deeper analysis.,intermediate,code,metrics/preset_regression.mdx
text evals python example,"The article provides a code example for running the `TextEvals` Report in Python, showing how to compute evaluation metrics on a dataset.",beginner,code,metrics/preset_text_evals.mdx
text evals report customization options,"It outlines several customization options available for the `TextEvals` Report, including selecting specific descriptors and modifying test conditions.",intermediate,text,metrics/preset_text_evals.mdx
data requirements for text evals,The article specifies that the input dataset must include computed descriptors and can either be a single dataset or two for comparisons.,beginner,text,metrics/preset_text_evals.mdx
easily evaluate LLM outputs,"The article explains how to use Evidently to automatically evaluate LLM outputs with minimal setup, enabling faster iterations and confident decisions.",beginner,text,quickstart_llm.mdx
install Evidently library,"Instructions for installing the Evidently library using pip are provided, allowing users to set up their environment quickly.",beginner,code,quickstart_llm.mdx
run LLM evaluations in Python,"The document walks through running evaluations on LLM answers using Python, including setting up a dataset and applying various evaluation descriptors.",intermediate,code,quickstart_llm.mdx
create LLM evaluation report,It covers how to create and visualize reports summarizing LLM evaluation results within the Python environment using the Evidently library.,intermediate,code,quickstart_llm.mdx
examples of LLM evaluation descriptors,"The article lists various descriptors available for LLM evaluation, including sentiment analysis and text length checks, detailing how to apply them.",intermediate,text,quickstart_llm.mdx
setup environment for LLM evaluations,"For users wanting to run evaluations locally, the article describes the necessary environment setup, including cloud signup and project creation steps.",beginner,code,quickstart_llm.mdx
track LLM evaluation trends,"Instructions on creating dashboards to monitor LLM evaluation results over time are provided, helping users to visualize trends and set alerts.",advanced,code,quickstart_llm.mdx
customize LLM evaluators,Guidance on implementing custom LLM judges using predefined templates and criteria for specialized evaluations is covered in the article.,advanced,text,quickstart_llm.mdx
prepare dataset for LLM evaluations,"The article explains how to prepare a dataset for LLM evaluations, including an example of a toy chatbot dataset.",beginner,code,quickstart_llm.mdx
data drift detection in machine learning,"The article explains how to evaluate data drift using Evidently, highlighting its importance in maintaining model quality despite the absence of ground truth labels.",beginner,text,quickstart_ml.mdx
how to install Evidently library,"You can install the Evidently Python library using pip with the command `!pip install evidently`, as mentioned in the setup section of the article.",beginner,code,quickstart_ml.mdx
generate data drift report Python,"The article provides a step-by-step guide to generate a data drift report in Python using the Evidently library, which includes running a `Report` with the specified preset.",intermediate,code,quickstart_ml.mdx
evaluate prediction quality ML,"It covers various methods to evaluate prediction quality, including classification or regression accuracy checks, which are essential for monitoring ML system performance.",beginner,text,quickstart_ml.mdx
setting up Evidently Cloud environment,"The article details how to set up the Evidently Cloud environment, including necessary installations and creating projects for ML evaluations.",intermediate,code,quickstart_ml.mdx
advanced data drift customization options,"The article briefly touches on how to customize drift parameters in Evidently, allowing users to choose different methods and thresholds for their evaluations.",advanced,text,quickstart_ml.mdx
set up LLM tracing,The article outlines how to set up tracing for an LLM application using the Tracely library and Evidently Cloud to capture inputs and outputs.,beginner,code,quickstart_tracing.mdx
install Evidently and Tracely,You can easily install the Evidently and Tracely libraries using 'pip install evidently' and 'pip install tracely' as detailed in the article.,beginner,code,quickstart_tracing.mdx
view traces in Evidently Cloud,The article explains how to navigate to the Traces menu in Evidently Cloud to view and manage your captured tracing data.,intermediate,text,quickstart_tracing.mdx
using sessions with Tracely,"It details how to create distinct sessions for each input when tracing LLM interactions, storing unique IDs for better tracking.",intermediate,code,quickstart_tracing.mdx
advanced tracing configurations,"For advanced users, the article describes how to specify tracing dataset attributes and run detailed evaluations on the captured data.",advanced,text,quickstart_tracing.mdx
adversarial testing examples for AI models,"The article provides examples of adversarial tests designed to challenge AI models, including scenarios that generate harmful content or exploit forbidden topics.",beginner,code,synthetic-data/adversarial_data.mdx
how to create an adversarial test dataset,"The article outlines the steps to create an adversarial test dataset in Evidently, including selecting scenarios, configuring the dataset, and exporting the results.",intermediate,code,synthetic-data/adversarial_data.mdx
generate synthetic test inputs for AI,"The article provides a step-by-step guide on generating synthetic test inputs using the Evidently platform, allowing for tailored inputs that enhance test coverage for AI systems.",beginner,code,synthetic-data/input_data.mdx
generate synthetic test data examples,"The article provides examples of how to generate synthetic test inputs and outputs using Evidently Cloud, which can be used for various testing purposes in AI systems.",beginner,code,synthetic-data/introduction.mdx
creating RAG evaluation dataset guide,"The article outlines the steps to create a RAG evaluation dataset, emphasizing how to generate test cases from a knowledge base and refine them for accurate evaluation.",beginner,code,synthetic-data/rag_data.mdx
synthetic data for AI testing,"The article explains how synthetic data is crucial for testing AI systems by allowing for the rapid generation of diverse test cases, especially when real data is not accessible.",beginner,code,synthetic-data/why_synthetic.mdx
when to use synthetic data in LLM,"It details scenarios where synthetic data is beneficial, such as starting from scratch or needing to test complex or adversarial inputs during evaluations of LLMs.",intermediate,text,synthetic-data/why_synthetic.mdx
